name_x,id,episode_id,season_number,episode_number,air_date,name_y,overview,vote_average,vote_count
Star Trek: Voyager,1855,113329,6,14,2000-02-02,Memorial,"Stardate: Unknown. The crew of Voyager experience vivid memories and dreams of a battle they don't remember having, with an enemy they have never encountered.",6.2,16
Star Trek: Voyager,1855,113330,6,15,2000-02-09,Tsunkatse,"Stardate: Unknown. Seven of Nine is forced into a competition for her life known as 'Tsunkatse,' when she and Tuvok are abducted from the Delta Flyer. If she refuses to fight, Tuvok will be refused the medical aid he needs to keep him from dying from the injuries he sustained from the crash.",6.4,17
Star Trek: Voyager,1855,113331,6,16,2000-02-16,Collective,"Stardate: Unknown. Borg children who were rejected by the Borg as unworthy drones abduct Chakotay, Kim, Neelix and Paris.",6.9,16
Star Trek: Voyager,1855,113347,6,17,2000-02-23,Spirit Folk,Stardate: Unknown. The inhabitants of the holo-city of Fair Haven suspect the Voyager crew of having mystical powers when they witness the use of their futuristic technology.,5.6,16
Star Trek: Voyager,1855,113352,6,18,2000-03-01,Ashes to Ashes,"Stardate: Unknown. Ensign Lindsay Ballard returns to Voyager after being killed during a previous away mission. An alien race known as the Kobali, whose only method of reproduction is 'resurrection' of the dead through genetic engineering had revived her and taken her as a new member of their race. When the full extent of her new Kobali genes are activated, they reach a point where she must choose between her old home on the ship, or her new home with her adoptive Kobali family.",6.4,16
Star Trek: Voyager,1855,113353,6,19,2000-03-08,Child's Play,"Stardate: Unknown. Seven of Nine defends a child Borg drone whose parents come to reclaim him. The boy's parents plan on using him as a secret weapon as revenge on the Borg, even if it results in his death.",7.1,17
Star Trek: Voyager,1855,113354,6,20,2000-03-15,Good Shepherd,"Stardate: Unknown. Captain Janeway takes three crewmen with poor performance records on an away mission in the Delta Flyer in an attempt to bring them to Starfleet standards. However, an unexpected collision with a Dark Matter comet leaves the crew in a perilous situation.",6.8,16
Star Trek: Voyager,1855,113355,6,21,2000-04-19,Live Fast and Prosper,"Stardate: Unknown. A group of con artists impersonate Captain Janeway and the crew of Voyager. The crew must find the imposters soon, or they, themselves will be punished for the con artists' crimes.",6.8,16
Star Trek: Voyager,1855,113356,6,22,2000-04-26,Muse,"Stardate: Unknown. An alien poet discovers an unconscious B'Elanna Torres after her crash landing in the Delta Flyer. However, this poet intends on using her in a play based on her life on Voyager to win favour with his Warlord.",6.1,17
Star Trek: Voyager,1855,113359,6,23,2000-05-03,Fury,"Stardate: Unknown. Kes returns to Voyager in a state of rage, blaming Captain Janeway for her past. Using her expanded Ocampan powers in a fit of revenge, she travels through time to deliver the crew to the Vidiians.",6.1,16
Star Trek: Voyager,1855,113360,6,24,2000-05-10,Life Line,"Stardate: Unknown. News reaches Voyager through the up-and-running Pathfinder project that the Doctor's creator, Lewis Zimmerman, is critically ill. In an attempt to save his life, the Doctor's program is transmitted to the Alpha Quadrant, but once there, he finds Zimmerman does not want to be examined by an 'obsolete' EMH program.",7.8,17
Star Trek: Voyager,1855,113361,6,25,2000-05-17,The Haunting of Deck Twelve,"Stardate: Unknown. When Voyager encounters some engineering problems, Neelix keeps the Borg children entertained by telling the story of an adventure that the crew experienced several months ago, with the ghost that lives on deck twelve.",6.8,17
Star Trek: Voyager,1855,113362,6,26,2000-05-24,"Unimatrix Zero, Part 1","Stardate: Unknown. Seven of Nine is led to a place known as Unimatrix Zero; a place where Borg drones are individuals for a short period of time during their regeneration. However, once their regeneration is complete, all recollection of the event is erased. Captain Janeway uses this to form a plan of attack that would create a mutiny from within the Collective.",7.2,17
Star Trek: Voyager,1855,113527,7,1,2000-10-04,"Unimatrix Zero, Part 2","Stardate: 54014.4. The away team must infiltrate the Borg Collective and execute their plan to undermine them, even though it may destroy Unimatirix Zero forever.",7.6,18
Star Trek: Voyager,1855,113367,7,2,2000-10-11,Imperfection,"Stardate: 54129.4. Rebi and Azan are reunited with their home worlds, and leave the crew of Voyager. Mezoti is offered the chance to stay with Rebi and Azan, and accepts their invitations to live with them. Seven of Nine is placed in a life-threatening situation when her Borg implants begin to malfunction. The only way she can survive is if they can find replacement parts from a living drone. With Icheb now the last of the remaining Borg children on the ship, he volunteers to offer his implants through a risky procedure that may cost both of their lives.",7.4,18
Star Trek: Voyager,1855,113372,7,3,2000-10-18,Drive,"Stardate: 54058.6. Paris and Kim volunteer to enter a race that symbolises a peace treaty between four warring races. However, the race's peaceful intentions are undermined with plans of sabotage and murder. Torres feels she is nearing the end of her relationship with Paris. However, they work things out with surprising results.",6.2,16
Star Trek: Voyager,1855,113374,7,4,2000-10-25,Repression,"Stardate: 54090.4. Former members of the Maquis fall victim to a spate of mysterious attacks on board Voyager. Tuvok is placed in charge of the investigations, and soon makes some remarkable discoveries.",6.3,16
Star Trek: Voyager,1855,113376,7,5,2000-11-01,Critical Care,Stardate: Unknown. The Doctor is abducted from Voyager and forced to work in a hospital where patients are treated based on their social status.,6.9,16
Star Trek: Voyager,1855,113377,7,6,2000-11-08,Inside Man,"Stardate: 54208.3. A hologram of Reginald Barclay is sent to Voyager bringing news that the ship can be returned home in a matter of hours through a 'geodesic fold.' However, the crew becomes suspicious of the holographic Barclay's intentions after seeing him exhibit strange behaviour.",7.1,16
Star Trek: Voyager,1855,113383,7,7,2000-11-15,Body and Soul,"Stardate: 54283.3. While in the Delta Flyer, the Doctor, Harry Kim and Seven of Nine come under attack for transporting a hologram through Lokirrim space - an act which is strictly forbidden. To hide the doctor, Seven of Nine downloads him into her cybernetic implants shortly before they are taken to a Lokirrim holding cell. On board Voyager, Tuvok enters Pon Farr.",7.1,17
Star Trek: Voyager,1855,113388,7,8,2000-11-22,Nightingale,"Stardate: 54274.7. While Voyager stops for maintenance, Harry Kim, Seven and Neelix use the Delta Flyer to search for dilithium, when they come across a war between two alien races. After receiving a distress call from a damaged ship claiming to be on a humanitarian mission, Harry is offered his first chance at commanding a vessel of his own.",6.1,17
Star Trek: Voyager,1855,113395,7,9,2000-11-29,"Flesh and Blood, Part 1","Stardate: 54337.5. The crew of Voyager find a Hirogen training facility, and discover that the hologram technology they gave the Hirogen several months ago was modified to the point where the Holograms are smarter and more cunning than their hunters. The Doctor is abducted by a band of holograms that escaped from the Hirogen facility and is asked to join them in forging a new life as independent 'photonic beings'. The crew of Voyager must ally themselves with the Hirogen to find the Doctor and re-capture the renegade Holograms. After a confrontation with the holograms' ship, Voyager is disabled and B'Elanna is abducted, with the Doctor's help, to aid the Holograms in their plight.",6.5,16
Star Trek: Voyager,1855,113535,7,10,2000-11-29,"Flesh and Blood, Part 2","Stardate: 54337.5. Voyager secretly trails two Hirogen ships in pursuit of the renegade hologram ship. Iden, the band's self-appointed leader, begins showing signs of delusional behaviour when he considers himself as the 'saviour of his people', and believes that his people will worship him as a God in their new settlement. With Voyager and the Hirogen ships trailing close behind, the Doctor and Torres must find a way to disable the ships and the holograms before they come under attack from the Hirogen, and before Iden can execute his plan.",6.8,8
Star Trek: Voyager,1855,113398,7,11,2001-01-17,Shattered,"Stardate: Unknown. After Voyager passes near a spatial rift, Chakotay is injured in Engineering, leaving his body in a state of temporal flux. After receiving treatment in sickbay, he inadvertently gains the ability to pass through rifts in time that are scattered throughout the ship, enabling him to walk into different stages of Voyager's history over the past seven years.",7.4,18
Star Trek: Voyager,1855,113399,7,12,2001-01-24,Lineage,"Stardate: 54452.6. After receiving the news that she is pregnant with Tom Paris' child, and after learning that the child will have dominant Klingon features, B'Elanna has flashbacks to when she was a child, remembering how difficult her life was because of her Klingon heritage.",6.3,16
Star Trek: Voyager,1855,113400,7,13,2001-01-31,Repentance,"Stardate: Unknown. Voyager is placed in an ethical dilemma when they encounter a damaged transport ship carrying prisoners. It is revealed that some of the prisoners are being jailed because of their species, and the social misconceptions surrounding them.",6.1,16
Star Trek: Voyager,1855,113401,7,14,2001-02-07,Prophecy,"Stardate: 54518.2. Voyager encounters a generational Klingon ship. When the crew of the ship beam over to Voyager after a warp core explosion, they believe that either B'Elanna, or her child is their saviour, as foreseen by their religious scrolls and prophecies.",6.1,16
Star Trek: Voyager,1855,113403,7,15,2001-02-14,The Void,Stardate: 54553.4. Voyager is pulled into an empty layer of subspace where ships are forced to attack each other and steal supplies for survival. Voyager's only hope for survival lies in forming alliances with other ships who wish to escape 'the Void'.,6.9,17
Star Trek: Voyager,1855,113411,7,16,2001-02-21,"Workforce, Part 1","Stardate: 54584.3. The crew of Voyager carry out their normal lives as workers on an industrial planet called Quarra, totally unaware of their time on Voyager or their situation in the Delta Quadrant. Chakotay, Kim and Neelix, return from their trading mission on the Delta Flyer to find the ship abandoned and adrift in a nebula, with only the Doctor on board. The Doctor informs them that the ship fell into a trap which forced them to abandon ship in the escape pods, allowing them to be captured. The Doctor has heard nothing from them since. After going undercover on the planet, Chakotay, Kim, Neelix and the Doctor must now find a way to return the crew and restore their memories, while evading local authorities who have uncovered their plan.",7.2,18
Star Trek: Voyager,1855,113540,7,17,2001-02-28,"Workforce, Part 2",Stardate: 54622.4. Chakotay must convince Janeway and the other crew members of their past lives on Voyager. Matters are complicated when Chakotay is exposed and taken for interrogation.,6.9,18
Star Trek: Voyager,1855,113424,7,18,2001-03-07,Human Error,"Stardate: Unknown. When Seven tries to perfect her social skills on the holodeck, her hobby quickly becomes an obsession, which leads her to neglect her duties, placing Voyager in great danger.",6.7,16
Star Trek: Voyager,1855,113427,7,19,2001-04-11,Q2,"Stardate: 54704.5. Q places his son in the care of Captain Janeway for a week, hoping that she will be able to teach him a sense of discipline. However, his powers and his recklessness endanger the crew and test Janeway's patience.",6.3,18
Star Trek: Voyager,1855,113438,7,20,2001-04-18,"Author, Author","Stardate: 54732.3. A means of direct communication is established with Voyager allowing each crew member to speak with family and friends. The Doctor sends a holo-novel for publication based on a lost starship with a doctor who is treated like a slave, which causes controversy among the members of the ship.",7.4,17
Star Trek: Voyager,1855,113467,7,21,2001-04-25,Friendship One,"Stardate: 54775.4. With regular communications to the Alpha Quadrant established, Starfleet send a mission to Voyager: retrieve a 21st Century probe sent from Earth called 'Friendship One.' However, the probe has been modified by a Delta Quadrant species, and the changes may not have been for the better.",6.8,16
Star Trek: Voyager,1855,113475,7,22,2001-05-02,Natural Law,Stardate: 54817.5. Chakotay and Seven Of Nine are left stranded on an alien planet when they crash into a planet inhabited by primitive tribes. Voyager is prevented from finding them by a mysterious energy barrier surrounding them.,6.4,16
Star Trek: Voyager,1855,113497,7,23,2001-05-09,Homestead,"Stardate: 54868.6 - When Voyager discovers a settlement of Talaxians on an asteroid caught in an industrial conflict, the crew manage find a new home for the population. When an armed conflict between the mining operations and the re-settled Talaxians erupts, Neelix is offered a chance of a new life away from Voyager within the colony.",6.6,17
Star Trek: Voyager,1855,113498,7,24,2001-05-16,Renaissance Man,Stardate: Unknown. The Doctor must impersonate various crew members when Captain Janeway is abducted and held hostage for Voyager's warp core.,7.4,17
Star Trek: Voyager,1855,113546,7,25,2001-05-23,Endgame (1),"Stardate: Unknown. Set ten years after the return of Voyager to Earth, Admiral Janeway embarks on a questionable mission.",7.8,21
Star Trek: Voyager,1855,1132734,7,26,2001-05-23,Endgame (2),"Stardate: Unknown. After a decades-long journey to reach the Alpha Quadrant, Admiral Kathryn Janeway makes a bold decision to change the past in an attempt to undo the toll taken on the crew during their arduous journey home.

This is the final episode of the series.",8.0,6
Star Trek: Lower Decks,85948,1675691,1,1,2020-08-06,Second Contact,"Ensign Tendi has her first day of work on Starfleet's USS Cerritos, where she meets fellow support crew members. Boimler is tasked with a secret special assignment. Rutherford attempts to keep his dating life intact while a disaster strikes the ship.",6.8,17
Star Trek: Lower Decks,85948,2379180,1,2,2020-08-13,Envoys,Ensigns Boimler and Mariner embark on a shuttle mission to a Klingon compound while Ensigns Tendi and Rutherford spend time together back on the USS Cerritos.,6.9,15
Star Trek: Lower Decks,85948,2379181,1,3,2020-08-20,Temporal Edict,"A new work protocol eliminating ""buffer time"" has the Lower Decks crew running ragged as they try to keep up with their tightened schedules. Ensign Mariner and Commander Ransom's mutual lack of respect comes to a head during an away mission.",7.0,13
Star Trek: Lower Decks,85948,2379182,1,4,2020-08-27,Moist Vessel,Captain Freeman seeks the ultimate payback after Mariner blatantly disrespects her in front of the crew. A well-meaning Tendi accidentally messes up a Lieutenant's attempt at spiritual ascension and tries to make it right.,7.3,11
Star Trek: Lower Decks,85948,2405188,1,5,2020-09-03,Cupid's Errant Arrow,"Ensign Boimler welcomes his girlfriend Barb onto the USS Cerritos, much to Ensign Mariner’s dismay — while Ensigns Ruthford and Tendi have starship envy when the Cerritos rendezvous with the more-advanced USS Vancouver.",7.3,12
Star Trek: Lower Decks,85948,2415785,1,6,2020-09-10,Terminal Provocations,The lovable but awkward Ensign Fletcher makes work difficult for Mariner and Boimler. Rutherford introduces Tendi to a holodeck training program he created.,6.5,11
Star Trek: Lower Decks,85948,2420905,1,7,2020-09-17,Much Ado About Boimler,Mariner tries to impress her best friend from Starfleet Academy who is now a visiting Captain. Boimler is sent to a Starfleet medical ship after a transporter accident puts him “out of phase.”,7.6,9
Star Trek: Lower Decks,85948,2439892,1,8,2020-09-24,Veritas,"Mariner, Boimler, Tendi and Rutherford are caught off guard when aliens force them to testify about a series of seemingly unrelated events.",7.5,11
Star Trek: Lower Decks,85948,2441760,1,9,2020-10-01,Crisis Point,Mariner repurposes Boimler's holodeck program to cast herself as the villain in a Lower Decks style movie.,8.2,10
Star Trek: Lower Decks,85948,2457285,1,10,2020-10-08,No Small Parts,The USS Cerritos encounters a familiar enemy. Tendi helps a struggling recruit find her footing.,8.1,9
Star Trek: Lower Decks,85948,2853476,2,1,2021-08-12,Strange Energies,"Approximately three months after the events of the season one finale, the U.S.S. Cerritos is dispatched on a mission where it ends up in a sci-fi event resulting in ""strange energy,"" which Commander Ransom inadvertently absorbs.",7.0,6
Star Trek: Lower Decks,85948,3102468,2,2,2021-08-19,"Kayshon, His Eyes Open","Our Lower Deckers have trouble bonding with Ensign Jet Manhaver, who has been assigned Boimler’s bunk and shift duties. Meanwhile, we get a glimpse of Boimler’s life on the U.S.S. Titan, which is more intense than he thought it would be.",7.7,6
Star Trek: Lower Decks,85948,3128240,2,3,2021-08-26,We'll Always Have Tom Paris,"Assigned a special task by Dr. T'Ana, Tendi enlists Mariner for help. On the U.S.S. Cerritos, Rutherford is consumed by a bridge crew mystery.",8.2,6
Star Trek: Lower Decks,85948,3170098,2,4,2021-09-02,"Mugato, Gumato",The U.S.S. Cerritos is dispatched to a planet to investigate an unexplained sighting of a dangerous Mugato.,7.7,6
Star Trek: Lower Decks,85948,3170099,2,5,2021-09-09,An Embarrassment of Dooplers,Mariner and Boimler try to track down the location of a legendary Starfleet party while the bridge crew deals with an insecure alien diplomat.,7.0,4
Star Trek: Lower Decks,85948,3186671,2,6,2021-09-16,The Spy Humongous,Anomaly consolidation day on the U.S.S. Cerritos leaves the Lower Deckers with mixed emotions. Captain Freeman attempts to negotiate peace on the Pakled home world.,6.8,5
Star Trek: Lower Decks,85948,3228742,2,7,2021-09-23,Where Pleasant Fountains Lie,"Mariner and Boimler are stranded on an uninhabited planet with a sentient computer. On the Cerritos, Lt. Commander Billups must prove his engineering abilities to an old adversary.",7.2,5
Star Trek: Lower Decks,85948,3228744,2,8,2021-09-30,"I, Excretus",A consultant arrives on the U.S.S. Cerritos to run drills that require the lower deckers and bridge crew to swap duties.,7.8,5
Star Trek: Lower Decks,85948,3228745,2,9,2021-10-07,wej Duj,"Boimler tries to find a friend from the bridge, while the crew of the USS Cerritos has free time during a long warp trip.",8.0,5
Star Trek: Lower Decks,85948,3257086,2,10,2021-10-14,First First Contact,"In the season two finale, the U.S.S. Cerritos is tasked to aid another class starship on a first contact mission.",8.8,4
Star Trek: Lower Decks,85948,3834389,3,1,2022-08-25,Grounded,"Mariner enlists her friends on a rogue mission to exonerate her mother, as Captain Freeman faces a military tribunal for the destruction of Pakled Planet.",7.7,3
Star Trek: Lower Decks,85948,3834390,3,2,2022-09-01,The Least Dangerous Game,"On a tropical paradise planet, Mariner questions Commander Ransom on how he structures his away team. Boimler makes a bold career decision.",8.0,1
Star Trek: Lower Decks,85948,3926982,3,3,2022-09-08,Mining The Mind's Mines,"On a remote science outpost, stone orbs are bringing fantasies to life. Tendi starts her first day as a Senior Science Officer Trainee.",7.5,2
Star Trek: Lower Decks,85948,3946241,3,4,2022-09-15,Room For Growth,"Mariner, Boimler and Tendi clash with their arch-rivals: Delta Shift. The Cerritos engineers go on mandatory relaxation leave.",0.0,0
Star Trek: Lower Decks,85948,3959019,3,5,2022-09-22,Reflections,"Mariner and Boimler work the Starfleet recruitment booth at an alien job fair, Rutherford challenges himself.",0.0,0
Star Trek: Enterprise,314,15538,1,1,2001-09-26,Broken Bow (1),"The Enterprise, under Captain Jonathan Archer, sets off on its maiden voyage with a mission to return a wounded Klingon to his people.",6.889,27
Star Trek: Enterprise,314,15562,1,2,2001-09-26,Broken Bow (2),"The Enterprise, under Captain Jonathan Archer, sets off on its maiden voyage with a mission to return a wounded Klingon to his people.",7.2,11
Star Trek: Enterprise,314,15539,1,3,2001-10-03,Fight or Flight,Captain Archer wants to convert curiosity into deeds and decides to enter a ship floating in space. Hoshi has trouble adjusting to life on Enterprise.,6.114,22
Star Trek: Enterprise,314,15540,1,4,2001-10-10,Strange New World,"Archer sends an away team to a habitable, luscious planet for observation. But when a storm occurs, the team begins to experience paranoid delusions.",6.275,20
Star Trek: Enterprise,314,15541,1,5,2001-10-17,Unexpected,"When Trip is dispatched to assist a Xyrillian ship with its power source problems, he is delighted to have a friendly encounter with one of the ship's female engineers. However, shortly after returning to Enterprise, he discovers that their seemingly innocuous interaction has led to a surprising result.",6.333,18
Star Trek: Enterprise,314,15542,1,6,2001-10-24,Terra Nova,"The Enterprise crew alters course to investigate the mystery of Terra Nova, a legendary Earth colony whose inhabitants mysteriously disappeared decades ago. But when they arrive, they confront descendents of the colonists who have become more alien than Archer could ever have imagined.",6.4,16
Star Trek: Enterprise,314,15543,1,7,2001-10-31,The Andorian Incident,"Enterprise visits an ancient Vulcan spiritual sanctuary, despite T'Pol's concerns that her human colleagues will be an awkward and disruptive presence there. Upon landing, they discover that the monastery has been forcibly taken over by the Andorians, a paranoid and highly excitable race of aliens with a long history of conflict with the Vulcans.",7.5,17
Star Trek: Enterprise,314,15544,1,8,2001-11-07,Breaking the Ice,A Vulcan starship interferes with Archer's probe of an oversized comet.,6.9,15
Star Trek: Enterprise,314,15545,1,9,2001-11-14,Civilization,"Captain Archer and the crew discover a fully inhabited, civilized though less advanced Earth-like planet. Disguised to look like its inhabitants, they pay the planet an exploratory visit where they learn that a pernicious illness is afflicting the local population. As Archer seeks to help them find the malady's source, he finds himself in a close encounter with a comely female alien.",6.1,14
Star Trek: Enterprise,314,15546,1,10,2001-11-21,Fortunate Son,"The Enterprise crew is dispatched by Starfleet Command to assist Fortunate, a human freight vessel that has been attacked by Nausicaan pirates. On arriving, they are surprised to find that Fortunate's crew is resistant to Archer's efforts to help them and determined to seek revenge against their attackers, no matter the repercussions.",6.4,14
Star Trek: Enterprise,314,1003520,1,11,2001-11-28,Cold Front,"When the Enterprise comes in contact with an alien vessel transporting stargazers to observe a spectacular stellar event, Archer invites them aboard the ship not realizing that Silik, a Suliban enemy, is among them. Archer quickly realizes that Silik is engaged in a nefarious time-travelling mission and must stop him before he can tamper with the course of history.",7.2,15
Star Trek: Enterprise,314,15547,1,12,2002-01-16,Silent Enemy,"When Enterprise is attacked by an unidentified enemy ship, the crew must work frantically to get their new phase canons to operate. Meanwhile, the captain charges Hoshi with finding out Malcolm's favorite food in time for a surprise birthday dinner.",7.1,14
Star Trek: Enterprise,314,15548,1,13,2002-01-23,Dear Doctor,"The crew discovers a new planet with two races, one in desperate need of medical and scientific assistance. In the course of trying to help, Dr. Phlox recalls his own Denobulan past to address the ethical dilemmas that arise in the present.",8.1,14
Star Trek: Enterprise,314,15549,1,14,2002-01-30,Sleeping Dogs,"While investigating a gas giant, Enterprise comes across a damaged vessel hovering in the atmosphere, and T'Pol, Hoshi and Malcolm board the vessel to investigate. However, once aboard, they are ambushed by a hostile female Klingon who hijacks their shuttlepod and strands them on the Klingon ship, which threatens to implode under the pressure of the planet's atmosphere.",6.7,14
Star Trek: Enterprise,314,15550,1,15,2002-02-06,Shadows of P'Jem,"Archer and the crew are disappointed to discover that T'Pol has been ordered by the Vulcan High Command to leave Enterprise--and equally frustrated at her seeming indifference to leaving their ranks. T'Pol's last mission as a Starfleet officer, however, proves eventful when she and Archer are kidnapped by a militant faction on an alien planet.",7.1,14
Star Trek: Enterprise,314,15551,1,16,2002-02-13,Shuttlepod One,"Tucker and Reed set out on a mission in a shuttlepod, as Enterprise is busy investigating an asteroid field. Disaster strikes while the pair are away, leaving the shuttlepod damaged and the warp drive inoperable. They manage to make it back to the rendezvous coordinates only to discover Enterprise was apparently destroyed when it crashed into an asteroid. With the ship seemingly no more, the pair are left abandoned in the middle of nowhere with only a few days of air remaining.",7.3,14
Star Trek: Enterprise,314,15552,1,17,2002-02-27,Fusion,"Enterprise encounters a group of Vulcan civilians who have split off from the normal way of Vulcan life in an effort to explore their emotions. T'Pol is disturbed by the new visitors and warns the Captain that all attempts in the past to integrate Vulcan emotions into their lives has proven disastrous. Meanwhile, a message from Admiral Forrest leaves the Captain with the difficult task of trying to convince one of the visiting Vulcans to call home to speak with his dying father.",6.4,14
Star Trek: Enterprise,314,15553,1,18,2002-03-20,Rogue Planet,"While exploring an uncharted planet, Enterprise crew members encounter a group of aliens who are hunting down indigenous creatures for recreation. During their exploration, Archer is mesmerized by visions of an elusive, yet familiar woman who needs his help.",5.4,14
Star Trek: Enterprise,314,15554,1,19,2002-03-27,Acquisition,"Enterprise encounters Ferengi pirates who use a booby-trapped artifact to gas the crew into unconsciousness, then pillage the ship for treasures. But they haven't counted on Tucker, who happens to be in the decon chamber and avoids the gas, and attempts to win back the ship from the pirates.",6.2,15
Star Trek: Enterprise,314,15555,1,20,2002-04-03,Oasis,"While exploring a crashed vessel on a desolate planet, the Enterprise crew is haunted by some ghostly figures, and they encounter an alien race that has survived despite insurmountable odds. Trip helps repair their derelict vessel and is befriended by Liana, an attractive humanoid alien who develops feelings for him.",6.4,14
Star Trek: Enterprise,314,15556,1,21,2002-04-24,Detained,"While exploring a planet, Archer and Mayweather enter a “military zone” and are detained in an internment prison by an alien race called Tandarans, who are at war with the Suliban. While the Enterprise crew's previous encounters with the Suliban have been disastrous, Archer and Mayweather find themselves sharing a cell with some Suliban detainees who they believe may be wrongly imprisoned.",6.5,13
Star Trek: Enterprise,314,15557,1,22,2002-05-01,Vox Sola,"A strange, alien creature comes aboard Enterprise, and captures several crew members in its cocoon-like web. With her crewmates' lives in jeopardy, Hoshi faces her biggest challenge yet, in trying to communicate with the lifeform, in order to return it to its home planet.",6.5,12
Star Trek: Enterprise,314,15558,1,23,2002-05-08,Fallen Hero,Enterprise is sent to the planet Mazar to pick up a Vulcan ambassador who has been expelled for misconduct.,7.4,14
Star Trek: Enterprise,314,15559,1,24,2002-05-08,Desert Crossing,"When Archer and Trip are invited to a desert-like planet by an alien leader, they discover he is a terrorist who has lured them there under false pretences. Meanwhile, T'Pol, while in command, faces a tough decision when she cannot locate Archer and Trip in the desert.",5.4,13
Star Trek: Enterprise,314,15560,1,25,2002-05-15,Two Days and Two Nights,"Archer, Hoshi, Travis, Malcolm and Trip have decidedly different experiences during shore leave on Risa. Meanwhile, on Enterprise, Phlox enters his annual hibernation cycle.",6.0,13
Star Trek: Enterprise,314,15561,1,26,2002-05-22,Shockwave (1),"Starfleet orders Enterprise to return home when the crew seemingly causes the destruction of an alien planet. However, a visit from Crewman Daniels leads Archer to believe that this disaster was the plot of one of the factions from the temporal cold war.",8.1,15
Star Trek: Enterprise,314,15566,2,1,2002-09-08,Shockwave (2),"Daniels and Archer must find a way back to the 22nd century in order to make sure history plays out as it should. Meanwhile, on board Enterprise, the Suliban have taken over the ship, but Reed, Trip, and T'Pol formulate a plan to eject the aliens.",7.5,17
Star Trek: Enterprise,314,15563,2,2,2002-09-25,Carbon Creek,"After Archer and Trip become curious about a visit she made to a Pennsylvania mining town called Carbon Creek, T'Pol explains to them that Vulcans actually had their first contact with humans in 1957. That year, a Vulcan ship crashed on Earth and three crew members survived, including T'Pol's great grandmother. They pose as humans in Carbon Creek and take on jobs while waiting for rescue and soon find themselves becoming more involved with the town's residents.",7.9,17
Star Trek: Enterprise,314,15579,2,3,2002-10-02,Minefield,"When attempting to explore a new planet, Enterprise triggers a cloaked mine. While the crew deal with the resulting damage, it's discovered another mine is stuck to the hull. During Reed's attempt to disarm it, a spike is driven into his leg, trapping him out there. While Archer goes out on the hull to help him, the rest of the crew learn they are in a minefield belonging to the Romulan Star Empire, who demand Enterprise leave or face destruction.",7.2,15
Star Trek: Enterprise,314,15565,2,4,2002-10-09,Dead Stop,"Suffering from damage inflicted in the Romulan minefield and unable to complete repairs on their own, Archer orders a distress call to be put out. A response leads Enterprise to a repair station, which surprisingly has no crew aboard it and is run by computer. Repairs on Enterprise are carried out quite efficiently and quickly, though the price for all this is much higher than the crew could've guessed.",7.4,17
Star Trek: Enterprise,314,15564,2,5,2002-10-16,A Night in Sickbay,"Archer spends a night in sickbay with Dr. Phlox after Porthos contracts a deadly virus on the Kreetassan homeworld. Crew members suspect Archer's increased stress level is due to Porthos' illness, but Dr. Phlox suspects it has to do with Archer's repressed sexual tension.",6.5,17
Star Trek: Enterprise,314,15577,2,6,2002-10-30,Marauders,"In need of fuel, the Enterprise arrives at a Quonset mining colony for deuterium supplies. They discover that Klingons are forcing the colonists to give up all their deuterium. Archer and the rest of the crew work to train the colonists so they can fight back against the Klingons.",5.9,14
Star Trek: Enterprise,314,15567,2,7,2002-11-06,The Seventh,"Archer, Mayweather and T'Pol travel to an arctic world to apprehend a fugitive, when T'Pol is contacted by Vulcan High Command. The mission takes a dangerous turn when T'Pol begins having flashbacks that suggest the events she remembers about a former mission may not accurately relate to what happened.",5.9,14
Star Trek: Enterprise,314,15586,2,8,2002-11-13,The Communicator,"Archer and Reed return to a pre-warp society, that is on the verge of war, to recover a lost communicator from an undercover survey mission.",6.6,14
Star Trek: Enterprise,314,15587,2,9,2002-11-20,Singularity,"While Enterprise is surveying a black hole in a trinary star system, the stellar phenomenon causes strange effects on the crew.",6.7,16
Star Trek: Enterprise,314,15568,2,10,2002-11-27,Vanishing Point,Hoshi experiences her first transporter experience and strange aftereffects lead her to believe she wasn't reassembled correctly.,6.4,16
Star Trek: Enterprise,314,15588,2,11,2002-12-11,Precious Cargo,"Trip boards an alien cargo vessel to help repair a stasis pod, which holds a beautiful woman in suspended animation. When the woman accidentally wakes up, she reveals she's not a passenger, but a prisoner.",5.5,15
Star Trek: Enterprise,314,15569,2,12,2002-12-18,The Catwalk,"When a lethal neutronic storm approaches faster than Enterprise can escape, the crew take shelter in the maintenance shafts inside the warp nacelles. They also provide refuge to a group of aliens, who aren't exactly honest about themselves.",6.7,16
Star Trek: Enterprise,314,15570,2,13,2003-01-08,Dawn,"During a solo test mission on Shuttlepod One, Trip is attacked by a territorial alien and forced to land on the night side of a moon. As he tries contacting Enterprise, he discovers his alien foe has made an emergency landing nearby. The two contend with each other as an extremely hot sun rises and threatens both their lives.",6.9,14
Star Trek: Enterprise,314,15571,2,14,2003-02-05,Stigma,"Enterprise visits a planet where an Interspecies Medical Exchange conference is being held. Dr. Phlox tries to obtain research on a terminal disease from the Vulcan contingency, without revealing T'Pol has been infected by it.",7.2,15
Star Trek: Enterprise,314,15585,2,15,2003-02-12,Cease Fire,"Both the Vulcans and the Andorians make a claim to a small planet and military conflict soon erupts. As the fighting goes on, the Vulcans announce they are willing to discuss cease fire terms. However, Imperial Guard officer Shran believes only Captain Archer can be trusted to mediate the situation, which drags the Enterprise crew into the tense situation.",6.9,15
